INDIV_ID_CASE_NUMBER,GENDER_CD,INACTIVE_IND,ACTIVE_IN_CASE_SW,EFF_BEGIN_DT,HIST_NAV_IND,SSN_SW,RESIDENCY_STATE_CD,US_CITIZEN_SW,RELATIONSHIP_TYPE_CD,PREPARES_AND_PURCHASES_SW,RELATIONSHIP_VRF_CD,VERF_RECEIVED_DT,PAYMENT_FREQUENCY_CD,EMPLOYER_NAME,EXPENSES_SW,INCOME_IS_ACCESSIBLE_SW,JOB_TITLE,PROJECTION_PERIOD_DAYS_CD,EMPLOYMENT_START_DT,PROJECTION_PERIOD_END_DT,PROJECTION_PERIOD_START_DT,PROVIDER_ID,LOST_EMPLOYMENT_SW,PROCESS_ID,IS_COMPLETE_SW_2,INSURANCE_INCOME_AMT,HOURS_WK,PLAN_TO_GAIN_IND_SW,EMP_SEQ_NUM_1,PAY_EXP_SEQ_NUM,PAYMENT_EXPENSE_DT,PAYMENT_EXPENSE_AMT,PAYMENT_EXPENSE_FREQUENCY_CD,PAYMENT_EXPENSE_VRF_CD,GROSS_PAY_PERIOD_AMT,HOURS_PER_WK,INCLUDE_PAYMENT_EXPENSE_SW,PAYMENT_INDICATOR_CD,REGULAR_HOURS,TYPE_CD_1,VERF_RECEIVED_DT_2,CHANGE_ACTION_DT,UNEARNED_SEQ_NUM,UNEARNED_INCOME_TYPE_CD,VERF_RECEIVED_DT_3,PAYMENT_FREQUENCY_CD_1,RESOURCE_SEQ_NUM,CONTRIBUTION_ININDV_ID,UNEARNED_SOURCE_CD,UNEARNED_INCOME_VRF_CD,OTHER_INCOME_AMT,PROG_CD,AID_REQUEST_SW,POLICY_YEAR,AVERAGE_MONTHLY_HOURS,BUDGETED_AMT,BUDGET_TYPE_CD,MA_BUDGET_AMT,MA_PROJECTED_AMT,PAYMENTS_EXPECTED,PAYMENTS_RECEIVED,PROJECTED_HOURS,PROJECTION_AMT
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2013,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,CH,N,OT,1-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,CH,N,OT,1-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,CH,N,OT,1-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,20-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,20-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,20-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2014,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,30-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,30-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,30-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,SPS,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2015,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,24-Dec-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,29-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,CH,N,OT,1-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,CH,N,OT,1-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,CH,N,OT,1-Sep-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,20-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2016,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,20-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,CS,20-Oct-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,9-Nov-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,30-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1339,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,30-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,0,0,FF,BS,1366,MA,N,2017,,,,,,,,,
485474_277901_485474,M,N,Y,1-Jan-15,F,Y,RI,Y,PA,Y,OT,30-Jan-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7508282,RSDI,,MO,,,FF,BS,1403,MA,N,2017,,,,,,,,,
1001163383_501043366_1001163383,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,N,EX,N,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,N,2016,,,,,,,,,
1001163383_501043366_1001163383,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,N,PA,N,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,N,2016,,,,,,,,,
1001163383_501043366_1001163383,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,N,EX,N,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,N,2016,,,,,,,,,
1001163383_501043366_1001163383,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,N,PA,N,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,N,2016,,,,,,,,,
1001166183_501043366_1001166183,M,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,EX,N,OT,01-SEP-2016 12.00.00,MO,MIRIAM HOSPITAL,,,,,01-DEC-2017 12.00.00,,,119422,N,DC,N,5633.2,36,,7560162,7747030,,1300,WE,CS,1300,36,Y,M,36,P,,01-DEC-2017 01.14.42,,,,,,,,,,MA,N,2016,,,,,,,,,
1001166183_501043366_1001166183,M,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,MIRIAM HOSPITAL,,,,,01-DEC-2017 12.00.00,,,119422,N,DC,N,5633.2,36,,7560162,7747030,,1300,WE,CS,1300,36,Y,M,36,P,,01-DEC-2017 01.14.42,,,,,,,,,,MA,N,2016,,,,,,,,,
1001166185_501043366_1001166185,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,N,2016,,,,,,,,,
1001166185_501043366_1001166185,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,CH,Y,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,N,2016,,,,,,,,,
1000537060_501082206_1000537060,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,Y,2016,,,,,,,,,
1000537060_501082206_1000537060,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,CH,Y,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,Y,2016,,,,,,,,,
1000537060_501082206_1000537060,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,Y,2016,,,,,,,,,
1000537060_501082206_1000537060,F,N,Y,01-SEP-2016 12.00.00,S,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,Y,2016,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,DP,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,DP,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,DP,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,,N,CS,N,1733.3,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2013,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,DP,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,DP,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,PA,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
91014_55397_91014,F,N,Y,01-JAN-2014 12.00.00,F,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00,MO,First student,N,Y,,,,,,0,N,CS,Y,1516.6,30,N,18974,632446,23-SEP-2016 12.00.00,1400,MO,ES,1400,,Y,M,,P,05-OCT-2016 12.00.00,05-OCT-2016 12.00.00,,,,,,,,,,MA,Y,2014,,,,,,,,,
